filename,width,height,class,xmin,ymin,xmax,ymax
/content/models/research/object_detection/images/train/nike_133_resize_0.jpg,1366,768,nike,548,604,572,617
/content/models/research/object_detection/images/train/nike_251_random_hsv_random_rotation_2_0.jpg,225,225,nike,82,65,141,90
/content/models/research/object_detection/images/train/nike_293_random_hsv_0.jpg,300,337,nike,149,206,180,220
/content/models/research/object_detection/images/train/nike_247_random_hsv_random_shear_2_0.jpg,225,225,nike,86,52,160,104
/content/models/research/object_detection/images/train/nike_293.jpg,300,337,nike,149,206,180,220
/content/models/research/object_detection/images/train/nike_268_random_hsv_random_rotation_2_0.jpg,890,501,nike,229,98,784,461
/content/models/research/object_detection/images/train/nike_100_random_hsv_random_shear_2_0.jpg,1366,768,nike,515,418,551,445
/content/models/research/object_detection/images/train/nike_271_resize_0.jpg,1000,555,nike,459,554,740,658
/content/models/research/object_detection/images/train/nike_38_random_hsv_random_rotation_2_0.jpg,640,427,nike,353,146,439,258
/content/models/research/object_detection/images/train/nike_208_random_rotation_0.jpg,800,800,nike,282,185,331,212
/content/models/research/object_detection/images/train/nike_239_resize_0.jpg,299,168,nike,733,598,812,638
/content/models/research/object_detection/images/train/nike_239_resize_0.jpg,299,168,nike,474,525,560,571
/content/models/research/object_detection/images/train/nike_239_resize_0.jpg,299,168,nike,149,445,272,508
/content/models/research/object_detection/images/train/nike_42.jpg,640,480,nike,226,148,470,278
/content/models/research/object_detection/images/train/nike_283_resize_0.jpg,3500,2426,nike,130,91,231,178
/content/models/research/object_detection/images/train/nike_283_resize_0.jpg,3500,2426,nike,49,295,61,300
/content/models/research/object_detection/images/train/nike_39_random_hsv_0.jpg,640,423,nike,314,224,353,241
/content/models/research/object_detection/images/train/nike_138_random_hsv_0.jpg,1366,768,nike,746,366,807,401
/content/models/research/object_detection/images/train/nike_23_random_rotation_0.jpg,640,426,nike,167,248,314,325
/content/models/research/object_detection/images/train/nike_23_random_rotation_0.jpg,640,426,nike,361,80,499,265
/content/models/research/object_detection/images/train/nike_51_random_rotation_0.jpg,640,480,nike,57,125,593,351
/content/models/research/object_detection/images/train/nike_289_random_hsv_random_shear_2_0.jpg,225,225,nike,123,69,181,91
/content/models/research/object_detection/images/train/nike_61_random_rotation_0.jpg,640,480,nike,63,72,243,220
/content/models/research/object_detection/images/train/nike_237.jpg,950,534,nike,784,287,881,325
/content/models/research/object_detection/images/train/nike_260_random_rotation_0.jpg,299,168,nike,80,31,263,157
/content/models/research/object_detection/images/train/nike_208_random_hsv_0.jpg,800,800,nike,258,180,309,205
/content/models/research/object_detection/images/train/nike_129_random_hsv_random_rotation_2_0.jpg,1366,768,nike,709,425,782,477
/content/models/research/object_detection/images/train/nike_140.jpg,1366,768,nike,1107,122,1138,138
/content/models/research/object_detection/images/train/nike_222.jpg,255,296,nike,76,56,151,168
/content/models/research/object_detection/images/train/nike_297_random_rotation_0.jpg,480,480,nike,164,123,195,137
/content/models/research/object_detection/images/train/nike_264_random_hsv_random_rotation_2_0.jpg,900,560,nike,277,230,688,412
/content/models/research/object_detection/images/train/nike_246.jpg,199,254,nike,90,95,146,118
/content/models/research/object_detection/images/train/nike_224.jpg,500,300,nike,259,125,452,198
/content/models/research/object_detection/images/train/nike_110_random_hsv_random_shear_2_0.jpg,1366,768,nike,615,403,647,434
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,1291,202,1450,261
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,801,461,820,476
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,602,477,631,491
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,445,424,466,442
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,775,270,798,281
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,587,213,617,228
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,431,204,459,216
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,997,751,1050,777
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,1027,722,1064,739
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,855,760,902,778
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,554,680,577,705
/content/models/research/object_detection/images/train/nike_227_random_hsv_0.jpg,1600,825,nike,402,693,430,722
/content/models/research/object_detection/images/train/nike_15_resize_0.jpg,640,495,nike,216,371,279,409
/content/models/research/object_detection/images/train/nike_15_resize_0.jpg,640,495,nike,433,284,463,299
/content/models/research/object_detection/images/train/nike_286_resize_0.jpg,1600,1600,nike,491,748,600,806
/content/models/research/object_detection/images/train/nike_201_random_hsv_random_rotation_2_0.jpg,1080,1440,nike,546,664,616,716
/content/models/research/object_detection/images/train/nike_201_random_hsv_random_rotation_2_0.jpg,1080,1440,nike,733,1238,803,1325
/content/models/research/object_detection/images/train/nike_201_random_hsv_random_rotation_2_0.jpg,1080,1440,nike,333,1214,413,1276
/content/models/research/object_detection/images/train/nike_236_random_hsv_0.jpg,1600,900,nike,574,223,986,653
/content/models/research/object_detection/images/train/nike_269_random_hsv_0.jpg,640,240,nike,308,77,441,138
/content/models/research/object_detection/images/train/nike_11_resize_0.jpg,600,450,nike,378,585,644,691
/content/models/research/object_detection/images/train/nike_137_resize_0.jpg,1366,768,nike,204,216,212,222
/content/models/research/object_detection/images/train/nike_248_random_rotation_0.jpg,225,225,nike,175,117,208,136
/content/models/research/object_detection/images/train/nike_61_random_hsv_0.jpg,640,480,nike,64,71,243,219
/content/models/research/object_detection/images/train/nike_137_random_hsv_random_shear_2_0.jpg,1366,768,nike,615,315,639,332
/content/models/research/object_detection/images/train/nike_16_random_hsv_random_shear_2_0.jpg,640,381,nike,236,218,334,273
/content/models/research/object_detection/images/train/nike_272_random_hsv_random_rotation_2_0.jpg,640,360,nike,164,69,264,116
/content/models/research/object_detection/images/train/nike_272_random_hsv_random_rotation_2_0.jpg,640,360,nike,380,34,491,78
/content/models/research/object_detection/images/train/nike_272_random_hsv_random_rotation_2_0.jpg,640,360,nike,474,212,503,232
/content/models/research/object_detection/images/train/nike_272_random_hsv_random_rotation_2_0.jpg,640,360,nike,185,216,212,239
/content/models/research/object_detection/images/train/nike_223_random_rotation_0.jpg,228,350,nike,29,200,102,233
/content/models/research/object_detection/images/train/nike_223_random_rotation_0.jpg,228,350,nike,133,200,202,231
/content/models/research/object_detection/images/train/nike_201_random_hsv_0.jpg,1080,1440,nike,545,657,623,702
/content/models/research/object_detection/images/train/nike_201_random_hsv_0.jpg,1080,1440,nike,881,1247,952,1332
/content/models/research/object_detection/images/train/nike_201_random_hsv_0.jpg,1080,1440,nike,395,1302,484,1357
/content/models/research/object_detection/images/train/nike_224_random_hsv_random_rotation_2_0.jpg,500,300,nike,252,130,440,211
/content/models/research/object_detection/images/train/nike_119.jpg,1366,768,nike,631,309,663,327
/content/models/research/object_detection/images/train/nike_231_random_hsv_0.jpg,255,296,nike,150,169,164,178
/content/models/research/object_detection/images/train/nike_231_random_hsv_0.jpg,255,296,nike,163,102,182,113
/content/models/research/object_detection/images/train/nike_231_random_hsv_0.jpg,255,296,nike,107,79,185,117
/content/models/research/object_detection/images/train/nike_112_random_hsv_random_shear_2_0.jpg,1366,768,nike,656,467,705,490
/content/models/research/object_detection/images/train/nike_239_random_hsv_random_rotation_2_0.jpg,299,168,nike,221,112,245,124
/content/models/research/object_detection/images/train/nike_239_random_hsv_random_rotation_2_0.jpg,299,168,nike,143,92,169,106
/content/models/research/object_detection/images/train/nike_239_random_hsv_random_rotation_2_0.jpg,299,168,nike,45,70,83,89
/content/models/research/object_detection/images/train/nike_246_resize_0.jpg,199,254,nike,299,241,441,300
/content/models/research/object_detection/images/train/nike_54_resize_0.jpg,640,425,nike,551,454,633,613
/content/models/research/object_detection/images/train/nike_283.jpg,3500,2426,nike,1002,175,1779,843
/content/models/research/object_detection/images/train/nike_283.jpg,3500,2426,nike,381,1742,473,1778
/content/models/research/object_detection/images/train/nike_284_resize_0.jpg,500,500,nike,404,456,677,569
/content/models/research/object_detection/images/train/nike_276.jpg,480,320,nike,106,127,349,227
/content/models/research/object_detection/images/train/nike_52_random_hsv_0.jpg,600,400,nike,104,197,177,231
/content/models/research/object_detection/images/train/nike_230_random_hsv_0.jpg,255,296,nike,162,114,181,126
/content/models/research/object_detection/images/train/nike_230_random_hsv_0.jpg,255,296,nike,166,186,175,194
/content/models/research/object_detection/images/train/nike_230_random_hsv_0.jpg,255,296,nike,106,94,180,130
/content/models/research/object_detection/images/train/nike_6_random_hsv_random_rotation_2_0.jpg,640,471,nike,201,312,246,357
/content/models/research/object_detection/images/train/nike_6_random_hsv_random_rotation_2_0.jpg,640,471,nike,301,255,386,357
/content/models/research/object_detection/images/train/nike_59_resize_0.jpg,640,427,nike,80,357,483,536
/content/models/research/object_detection/images/train/nike_59_resize_0.jpg,640,427,nike,762,382,833,484
/content/models/research/object_detection/images/train/nike_221.jpg,228,350,nike,50,124,158,254
/content/models/research/object_detection/images/train/nike_266_random_hsv_random_rotation_2_0.jpg,300,300,nike,141,96,172,111
/content/models/research/object_detection/images/train/nike_247_random_rotation_0.jpg,225,225,nike,72,53,155,107
/content/models/research/object_detection/images/train/nike_265.jpg,600,765,nike,237,414,527,545
/content/models/research/object_detection/images/train/nike_134.jpg,1366,768,nike,904,530,962,556
/content/models/research/object_detection/images/train/nike_134.jpg,1366,768,nike,1086,319,1124,344
/content/models/research/object_detection/images/train/nike_264.jpg,900,560,nike,280,239,699,409
/content/models/research/object_detection/images/train/nike_36_random_hsv_0.jpg,400,300,nike,125,80,244,196
/content/models/research/object_detection/images/train/nike_136_random_hsv_random_rotation_2_0.jpg,1366,768,nike,468,466,522,507
/content/models/research/object_detection/images/train/nike_136_random_hsv_random_rotation_2_0.jpg,1366,768,nike,758,345,823,384
/content/models/research/object_detection/images/train/nike_289_random_hsv_0.jpg,225,225,nike,123,69,184,91
/content/models/research/object_detection/images/train/nike_9.jpg,640,446,nike,335,248,493,314
/content/models/research/object_detection/images/train/nike_31_random_hsv_random_rotation_2_0.jpg,640,427,nike,265,122,329,227
/content/models/research/object_detection/images/train/nike_206_random_hsv_random_shear_2_0.jpg,250,250,nike,127,158,157,193
/content/models/research/object_detection/images/train/nike_206_random_hsv_random_shear_2_0.jpg,250,250,nike,184,118,209,143
/content/models/research/object_detection/images/train/nike_206_random_hsv_random_shear_2_0.jpg,250,250,nike,38,108,74,160
/content/models/research/object_detection/images/train/nike_202.jpg,381,440,nike,86,278,165,308
/content/models/research/object_detection/images/train/nike_217_random_hsv_random_rotation_2_0.jpg,425,424,nike,180,109,377,248
/content/models/research/object_detection/images/train/nike_257_random_rotation_0.jpg,275,183,nike,72,22,225,141
/content/models/research/object_detection/images/train/nike_18_random_rotation_0.jpg,640,428,nike,247,208,326,292
/content/models/research/object_detection/images/train/nike_121_random_hsv_random_shear_2_0.jpg,1366,768,nike,697,315,751,354
/content/models/research/object_detection/images/train/nike_273_random_hsv_random_shear_2_0.jpg,1140,800,nike,333,368,577,479
/content/models/research/object_detection/images/train/nike_110_resize_0.jpg,1366,768,nike,371,421,389,439
/content/models/research/object_detection/images/train/nike_291_random_hsv_random_shear_2_0.jpg,680,440,nike,100,131,196,171
/content/models/research/object_detection/images/train/nike_125_random_hsv_0.jpg,1366,768,nike,666,266,685,274
/content/models/research/object_detection/images/train/nike_133_random_rotation_0.jpg,1366,768,nike,397,414,422,434
/content/models/research/object_detection/images/train/nike_133_random_rotation_0.jpg,1366,768,nike,629,392,657,407
/content/models/research/object_detection/images/train/nike_46_random_hsv_0.jpg,2048,1536,nike,907,578,1040,654
/content/models/research/object_detection/images/train/nike_291_random_hsv_random_rotation_2_0.jpg,680,440,nike,109,162,202,206
/content/models/research/object_detection/images/train/nike_10_random_hsv_0.jpg,1024,1024,nike,465,447,684,609
/content/models/research/object_detection/images/train/nike_10_random_hsv_0.jpg,1024,1024,nike,613,212,836,301
/content/models/research/object_detection/images/train/nike_224_random_hsv_0.jpg,500,300,nike,259,125,452,198
/content/models/research/object_detection/images/train/nike_262_random_rotation_0.jpg,290,174,nike,157,76,188,95
/content/models/research/object_detection/images/train/nike_262_random_rotation_0.jpg,290,174,nike,75,106,93,112
/content/models/research/object_detection/images/train/nike_113_random_hsv_random_rotation_2_0.jpg,1366,768,nike,579,461,636,494
/content/models/research/object_detection/images/train/nike_297_random_hsv_0.jpg,480,480,nike,156,122,188,135
/content/models/research/object_detection/images/train/nike_33_resize_0.jpg,1024,683,nike,376,400,575,518
/content/models/research/object_detection/images/train/nike_37_random_hsv_random_rotation_2_0.jpg,640,424,nike,212,147,449,267
/content/models/research/object_detection/images/train/nike_114_random_hsv_0.jpg,1366,768,nike,359,435,427,476
/content/models/research/object_detection/images/train/nike_113_random_hsv_random_shear_2_0.jpg,1366,768,nike,631,482,688,515
/content/models/research/object_detection/images/train/nike_53_random_hsv_random_shear_2_0.jpg,640,426,nike,283,175,370,232
/content/models/research/object_detection/images/train/nike_25_random_hsv_random_rotation_2_0.jpg,640,480,nike,338,184,513,324
/content/models/research/object_detection/images/train/nike_47_random_hsv_random_shear_2_0.jpg,1024,647,nike,440,109,492,173
/content/models/research/object_detection/images/train/nike_47_random_hsv_random_shear_2_0.jpg,1024,647,nike,863,599,922,627
/content/models/research/object_detection/images/train/nike_295_random_rotation_0.jpg,770,433,nike,367,137,389,149
/content/models/research/object_detection/images/train/nike_14_resize_0.jpg,367,276,nike,365,318,576,403
/content/models/research/object_detection/images/train/nike_14_resize_0.jpg,367,276,nike,396,590,612,672
/content/models/research/object_detection/images/train/nike_52.jpg,600,400,nike,104,197,177,231
/content/models/research/object_detection/images/train/nike_19.jpg,640,360,nike,175,206,441,302
/content/models/research/object_detection/images/train/nike_273_random_hsv_0.jpg,1140,800,nike,276,368,546,479
/content/models/research/object_detection/images/train/nike_40_random_hsv_random_rotation_2_0.jpg,612,612,nike,340,140,431,216
/content/models/research/object_detection/images/train/nike_1_resize_0.jpg,640,410,nike,226,345,341,411
/content/models/research/object_detection/images/train/nike_25_random_rotation_0.jpg,640,480,nike,340,182,515,322
/content/models/research/object_detection/images/train/nike_126.jpg,1366,768,nike,777,108,827,137
/content/models/research/object_detection/images/train/nike_250_random_hsv_random_rotation_2_0.jpg,201,251,nike,137,88,186,139
/content/models/research/object_detection/images/train/nike_128_random_rotation_0.jpg,1366,768,nike,653,320,685,337
/content/models/research/object_detection/images/train/nike_270_random_hsv_random_rotation_2_0.jpg,1040,692,nike,567,123,981,305
/content/models/research/object_detection/images/train/nike_245_resize_0.jpg,211,238,nike,253,228,435,298
/content/models/research/object_detection/images/train/nike_8_random_rotation_0.jpg,500,500,nike,81,152,166,199
/content/models/research/object_detection/images/train/nike_8_random_rotation_0.jpg,500,500,nike,291,442,348,475
/content/models/research/object_detection/images/train/nike_131_random_hsv_random_shear_2_0.jpg,1366,768,nike,507,387,538,401
/content/models/research/object_detection/images/train/nike_125.jpg,1366,768,nike,666,266,685,274
/content/models/research/object_detection/images/train/nike_32_random_hsv_random_rotation_2_0.jpg,700,434,nike,540,249,602,287
/content/models/research/object_detection/images/train/nike_32_random_hsv_random_rotation_2_0.jpg,700,434,nike,413,258,476,288
/content/models/research/object_detection/images/train/nike_131.jpg,1366,768,nike,493,387,525,401
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,1251,183,1409,246
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,805,452,824,467
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,616,480,645,494
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,461,447,483,464
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,764,291,786,302
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,579,256,609,271
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,429,260,457,272
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,1017,683,1070,709
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,1043,657,1080,674
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,882,702,928,720
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,587,658,611,681
/content/models/research/object_detection/images/train/nike_227_random_hsv_random_rotation_2_0.jpg,1600,825,nike,443,680,472,707
/content/models/research/object_detection/images/train/nike_272_random_rotation_0.jpg,640,360,nike,167,53,268,99
/content/models/research/object_detection/images/train/nike_272_random_rotation_0.jpg,640,360,nike,392,30,504,71
/content/models/research/object_detection/images/train/nike_272_random_rotation_0.jpg,640,360,nike,475,227,504,247
/content/models/research/object_detection/images/train/nike_272_random_rotation_0.jpg,640,360,nike,178,212,205,237
/content/models/research/object_detection/images/train/nike_289.jpg,225,225,nike,123,69,184,91
/content/models/research/object_detection/images/train/nike_42_random_hsv_0.jpg,640,480,nike,226,148,470,278
/content/models/research/object_detection/images/train/nike988.jpg,728,1029,nike,572,320,664,351
/content/models/research/object_detection/images/train/nike988.jpg,728,1029,nike,98,349,146,371
/content/models/research/object_detection/images/train/nike988.jpg,728,1029,nike,84,215,182,248
/content/models/research/object_detection/images/train/nike988.jpg,728,1029,nike,294,110,374,138
/content/models/research/object_detection/images/train/nike988.jpg,728,1029,nike,61,110,184,149
/content/models/research/object_detection/images/train/nike988.jpg,728,1029,nike,576,40,610,56
/content/models/research/object_detection/images/train/nike_204.jpg,960,1200,nike,462,454,670,579
/content/models/research/object_detection/images/train/nike_204.jpg,960,1200,nike,613,525,670,563
/content/models/research/object_detection/images/train/nike_204.jpg,960,1200,nike,609,761,640,780
/content/models/research/object_detection/images/train/nike_204.jpg,960,1200,nike,148,681,239,784
/content/models/research/object_detection/images/train/nike_239.jpg,299,168,nike,221,115,245,127
/content/models/research/object_detection/images/train/nike_239.jpg,299,168,nike,143,93,169,107
/content/models/research/object_detection/images/train/nike_239.jpg,299,168,nike,45,69,82,88
/content/models/research/object_detection/images/train/nike_226_resize_0.jpg,416,600,nike,229,195,305,225
/content/models/research/object_detection/images/train/nike_256.jpg,201,251,nike,41,183,104,208
/content/models/research/object_detection/images/train/nike_115_random_hsv_0.jpg,1366,768,nike,653,479,704,508
/content/models/research/object_detection/images/train/nike_251.jpg,225,225,nike,83,64,145,87
/content/models/research/object_detection/images/train/nike_211_random_hsv_random_shear_2_0.jpg,750,563,nike,284,315,363,393
/content/models/research/object_detection/images/train/nike_211_random_hsv_random_shear_2_0.jpg,750,563,nike,382,289,446,327
/content/models/research/object_detection/images/train/nike_211_random_hsv_random_shear_2_0.jpg,750,563,nike,362,256,377,273
/content/models/research/object_detection/images/train/nike_288_random_rotation_0.jpg,660,220,nike,163,124,192,143
/content/models/research/object_detection/images/train/nike_288_random_rotation_0.jpg,660,220,nike,381,114,405,132
/content/models/research/object_detection/images/train/nike_210_random_hsv_0.jpg,424,478,nike,142,115,269,159
/content/models/research/object_detection/images/train/nike_46_random_hsv_random_rotation_2_0.jpg,2048,1536,nike,924,589,1055,667
/content/models/research/object_detection/images/train/nike_4_random_hsv_0.jpg,640,480,nike,411,281,541,343
/content/models/research/object_detection/images/train/nike_4_random_hsv_0.jpg,640,480,nike,470,89,586,163
